観測点番号,震度発表名称,観測点緯度,観測点経度,観測開始年月日時分,観測終了年月日時分
1600020,弟子屈町弟子屈＊,43.5,144.45,200606201200,
1600021,弟子屈町サワンチサップ＊,43.65,144.3833,200606201200,
1610000,釧路市幣舞町（旧）,42.9833,144.3833,189004019999,200009271400
1610001,釧路市幸町,42.9833,144.3833,200011301200,
1610002,釧路市音別町尺別,42.9,143.8333,199407151200,
1610009,釧路市幣舞町,42.9833,144.3833,200009271400,200011301200
1610020,釧路市黒金町＊,42.9833,144.3833,200603011200,
1610021,釧路市阿寒町中央＊,43.1167,144.1167,200603011200,
1610022,釧路市音別町直別＊,42.85,143.85,200603011200,201105121300
1610023,釧路市阿寒町阿寒湖温泉＊,43.4333,144.0833,200606201200,
1610040,釧路市音別町本町＊,42.8833,143.9333,201101061200,201411211200
1610041,釧路市音別町中園＊,42.9,143.9333,201411211200,
1610130,釧路町別保（旧）＊,43.0,144.4667,200207291200,201105121300
1610131,釧路町別保＊,43.0,144.4667,201105121300,
1610200,厚岸町尾幌,43.0,144.7,199407151200,
1610220,厚岸町真栄＊,43.05,144.85,200603011200,
1610300,浜中町湯沸,43.0833,145.1667,201210021200,
1610320,浜中町霧多布＊,43.0833,145.1333,200603011200,201811021200
1610321,浜中町茶内＊,43.1333,145.0333,201811021200,
1610420,標茶町川上＊,43.3,144.6,200603011200,
1610421,標茶町塘路＊,43.15,144.5,200606201200,
1610620,鶴居村鶴居東＊,43.2333,144.3333,200603011200,
1610720,白糠町西１条＊,42.95,144.0667,200603011200,
1650000,中標津町養老牛,43.5833,144.7167,199407151200,
1650020,中標津町丸山＊,43.55,144.9667,200603011200,
1650100,標津町古多糠,43.7833,145.0,201307301200,
1650120,標津町北２条＊,43.6667,145.1333,200603011200,
1650121,標津町薫別＊,43.8,145.05,200606201200,
1650200,羅臼町春日,43.9333,145.1167,199407151200,
1650220,羅臼町緑町＊,44.0167,145.1833,200603011200,
1650221,羅臼町岬町＊,44.1,145.25,200606201200,
1660000,別海町常盤,43.4,145.1167,199604011200,
1660020,別海町西春別＊,43.4167,144.7667,200606201200,
1660022,別海町本別海＊,43.3833,145.2833,200606201200,
1670000,根室市弥栄,43.3333,145.5833,188099999999,
1670001,根室市豊里,43.3667,145.7333,200707021200,
1670020,根室市牧の内＊,43.3333,145.6,200603011200,
1670021,根室市厚床＊,43.2333,145.2667,200606201200,
1670022,根室市落石東＊,43.2,145.5167,200606201200,
1670023,根室市珸瑤瑁＊,43.3667,145.8,200606201200,
2000000,青森市花園,40.8167,140.7667,188299999999,
2000020,青森市中央＊,40.8167,140.75,200603011200,
2000030,青森市浪岡＊,40.7167,140.6,199810151200,
2000100,五所川原市栄町,40.8,140.45,199604011200,
2000101,五所川原市太田,41.0667,140.4,199407151200,
2000120,五所川原市敷島町＊,40.8167,140.45,200606201200,
2000130,五所川原市金木町（旧）＊,40.9,140.45,199810151200,201101061200
2000131,五所川原市相内（旧）＊,41.05,140.35,199810151200,201101061200
2000132,五所川原市金木町（旧２）＊,40.9,140.45,201101061200,202106241200
2000133,五所川原市相内＊,41.05,140.35,201101061200,
2000134,五所川原市金木町＊,40.9,140.45,202106241200,
2000200,平内町小湊,40.9333,140.95,199604011200,
2000220,平内町東田沢＊,41.0,140.9167,200606201200,
2000430,今別町今別＊,41.1833,140.4833,200203021200,
2000530,蓬田村蓬田＊,40.9667,140.65,199810151200,
2001430,板柳町板柳（旧）＊,40.7,140.45,199810151200,201101061200
2001431,板柳町板柳＊,40.7,140.45,201001061200,
2001730,鶴田町鶴田＊,40.75,140.4333,199810151200,
2002030,つがる市木造＊,40.8167,140.3833,199810151200,
2002031,つがる市森田町（旧）＊,40.7833,140.35,200001121200,201101061200
2002032,つがる市柏＊,40.7833,140.4167,199810151200,
2002033,つがる市稲垣町（旧）＊,40.8833,140.4,199810151200,201101061200
2002034,つがる市車力町（旧）＊,40.95,140.3667,199810151200,200601051200
2002035,つがる市車力町＊,40.95,140.3667,200601051200,
2002036,つがる市森田町＊,40.7833,140.3333,201101061200,
2002037,つがる市稲垣町（旧２）＊,40.8833,140.4,201101061200,201910291200
2002038,つがる市稲垣町＊,40.8833,140.4,201910291200,
2002130,外ヶ浜町蟹田＊,41.05,140.6333,200203021200,
2002131,外ヶ浜町平舘（旧）＊,41.15,140.6333,199810151200,201101061200
2002132,外ヶ浜町三厩（旧）＊,41.2,140.4333,199810151200,201101061200
2002133,外ヶ浜町平舘＊,41.15,140.6333,201101061200,
2002134,外ヶ浜町三厩＊,41.2,140.4333,201101061200,
2002230,中泊町中里（旧）＊,40.9667,140.4333,200203021200,201101061200
2002231,中泊町小泊（旧）＊,41.1333,140.3,200203021200,201101061200
2002232,中泊町中里（旧２）＊,40.9667,140.4333,201101061200,201612091200
2002233,中泊町小泊＊,41.1333,140.3,201101061200,
2002234,中泊町中里＊,40.9667,140.4333,201612091200,
2010000,弘前市和田町,40.6167,140.45,199604011200,
2010001,弘前市弥生,40.65,140.3667,201207031200,
2010020,弘前市城東中央＊,40.6,140.5,200606201200,
2010030,弘前市賀田＊,40.6167,140.4167,199810151200,
2010031,弘前市五所（旧）＊,40.5833,140.4,199810151200,201101061200
2010032,弘前市五所＊,40.5833,140.4,201101061200,
2010070,弘前通報所,40.6167,140.45,195712019999,999999999999
2010130,黒石市市ノ町＊,40.65,140.6,199810151200,
2010200,鰺ヶ沢町本町,40.7833,140.2167,199604011200,202103171200
2010201,鰺ヶ沢町舞戸町鳴戸,40.7833,140.2333,202103171200,
2010220,鰺ヶ沢町舞戸町小夜＊,40.7833,140.2,200606201200,
2010300,深浦町深浦,40.65,139.9333,194099999999,200712051900
2010301,深浦町長慶平,40.6,140.0,199407151200,
2010302,深浦町深浦岡町,40.65,139.9333,200712051900,
2010320,深浦町深浦中沢＊,40.6333,139.9333,200603011200,
2010331,深浦町岩崎＊,40.5833,139.9333,199810151200,
2010730,西目屋村田代（旧）＊,40.5833,140.3,200203021200,202011271200
2010731,西目屋村田代＊,40.5833,140.3,202011271200,
2010830,藤崎町西豊田＊,40.65,140.5,199810151200,
2010831,藤崎町水木（旧）＊,40.6833,140.55,199810151200,201101061200
2010832,藤崎町水木＊,40.6667,140.55,201101061200,
2010930,大鰐町大鰐＊,40.5167,140.5667,199810151200,
2011330,田舎館村田舎館（旧）＊,40.6333,140.55,199810151200,201101061200
2011331,田舎館村田舎館＊,40.6333,140.55,201101061200,
2011530,平川市猿賀＊,40.6167,140.5667,200211121200,
2011531,平川市柏木町（旧）＊,40.5833,140.5667,199810151200,202211241200
2011532,平川市碇ヶ関（旧）＊,40.4833,140.6333,200203021200,201904221200
2011533,平川市碇ヶ関＊,40.4667,140.6333,201904221200,
2011534,平川市柏木町＊,40.5833,140.5667,202211241200,
2011560,尾上町猿賀（旧）＊,40.6167,140.5667,199810151200,200211121200
2020000,八戸市湊町（旧）,40.5333,141.5167,193607999999,200709131800
2020001,八戸市島守,40.3833,141.5167,199604011200,
2020002,八戸市湊町,40.5333,141.5167,200709131800,
2020020,八戸市内丸＊,40.5167,141.4833,200603011200,
2020030,八戸市南郷区（旧）＊,40.4,141.4333,199810151200,201101061200
2020031,八戸市南郷＊,40.4,141.4333,201101061200,
2020121,十和田市西二番町＊,40.6167,141.2,200606201200,
2020130,十和田市西十二番町＊,40.6167,141.2,200203021200,
2020131,十和田市奥瀬（旧）＊,40.5833,141.1167,199810151200,202012211200
2020132,十和田市奥瀬＊,40.5833,141.1167,202012211200,
2020230,三沢市桜町＊,40.6833,141.3667,200203021200,
2020320,野辺地町田狭沢＊,40.8667,141.15,200606201200,
2020330,野辺地町野辺地＊,40.8667,141.1333,200203021200,
2020400,七戸町北天間舘,40.7833,141.0667,199407151200,
2020430,七戸町七戸＊,40.7,141.15,199810151200,
2020431,七戸町森ノ上＊,40.75,141.15,199810151200,
2020730,六戸町犬落瀬（旧）＊,40.6167,141.3333,199810151200,201101061200
2020731,六戸町犬落瀬＊,40.6167,141.3333,201101061200,
2020820,横浜町林ノ脇＊,41.0833,141.25,200606201200,
2020830,横浜町寺下＊,41.0833,141.25,200203021200,
2021030,東北町塔ノ沢山（旧）＊,40.7833,141.2167,199810151200,201101061200
2021031,東北町上北南＊,40.7333,141.25,199810151200,
2021032,東北町塔ノ沢山＊,40.7833,141.2167,201101061200,
2021300,六ヶ所村尾駮,40.9667,141.3667,199604011200,
2021301,六ヶ所村出戸,41.0,141.3667,201207031200,
2021430,三戸町在府小路（旧）＊,40.3833,141.2667,199810151200,201101061200
2021431,三戸町在府小路町＊,40.3833,141.2667,201101061200,
2021500,五戸町古舘,40.5333,141.3,199604011200,
2021530,五戸町倉石中市（旧）＊,40.5,141.25,199810151200,201101061200
2021531,五戸町倉石中市＊,40.5,141.25,201101061200,
2021630,田子町田子（旧）＊,40.3333,141.15,199810151200,201101061200
2021631,田子町田子＊,40.3333,141.15,201101061200,
2021830,青森南部町沖田面＊,40.4167,141.2833,200203021200,
2021831,青森南部町平（旧）＊,40.4167,141.3333,199810151200,201101061200
2021832,青森南部町苫米地（旧）＊,40.4667,141.3833,199810151200,201101061200
2021833,青森南部町平（旧２）＊,40.4167,141.3333,201101061200,201409221200
2021834,青森南部町苫米地＊,40.4667,141.3833,201101061200,
2021835,青森南部町平（旧３）＊,40.4167,141.3333,201409221200,202107301200
2021836,青森南部町平＊,40.4167,141.3333,202107301200,
2021930,階上町道仏（旧）＊,40.45,141.6167,199810151200,201101061200
2021931,階上町道仏＊,40.45,141.6167,201101061200,
2022330,新郷村戸来＊,40.4667,141.1667,199810151200,
2022430,おいらせ町上明堂（旧）＊,40.6,141.4333,199810151200,201101061200
2022431,おいらせ町中下田＊,40.6,141.4,199810151200,
2022432,おいらせ町上明堂＊,40.6,141.4333,201101061200,
2030000,むつ市金曲,41.2833,141.2167,193599999999,
2030001,むつ市大畑町奥薬研,41.3833,141.05,199407151200,
2030020,むつ市金谷＊,41.3,141.2,200603011200,
2030021,むつ市大畑町中島（旧）＊,41.4,141.1667,200603011200,202005151200
2030024,むつ市大畑町中島＊,41.4,141.1667,202005151200,
2030030,むつ市川内町＊,41.2,141.0,200408091200,
2030031,むつ市脇野沢（旧）＊,41.15,140.8167,200203021200,200701291200
2030032,むつ市脇野沢＊,41.15,140.8167,200701291200,
2030060,青森川内町川内（旧）＊,41.2,141.0,200203021200,200408091200
2030330,大間町大間（旧）＊,41.5333,140.9,200203021200,201809201200
2030331,大間町大間＊,41.5167,140.9,201809201200,
2030400,東通村砂子又蒲谷地,41.2667,141.3333,201207031200,
2030420,東通村尻屋＊,41.4,141.45,200606201200,
2030421,東通村小田野沢＊,41.2333,141.4,200606201200,201409051200
2030422,東通村白糠＊,41.1667,141.3833,201409051200,
2030430,東通村砂子又（旧）＊,41.2833,141.3333,199810151200,200601051200
2030431,東通村砂子又沢内＊,41.2833,141.3333,200601051200,
2030530,風間浦村易国間＊,41.4833,141.0,199810151200,
2030620,佐井村長後＊,41.3333,140.8167,200606201200,
2030630,佐井村佐井＊,41.4333,140.8667,199810151200,
2100000,宮古市鍬ヶ崎,39.65,141.9667,192301999999,
2100001,宮古市長沢,39.5833,141.8167,200707021200,
2100020,宮古市五月町＊,39.65,141.95,200408091200,
2100021,宮古市田老（旧）＊,39.7333,141.9667,200405261200,201301091200
2100022,宮古市川井＊,39.6,141.6833,200405261200,
2100023,宮古市区界＊,39.6333,141.4333,200606201200,
2100024,宮古市田老＊,39.7333,141.9667,201301091200,
2100030,宮古市茂市＊,39.6333,141.7833,200203021200,
2100100,久慈市川崎町,40.1833,141.7833,199604011200,
2100101,久慈市枝成沢,40.2,141.7167,201210021200,
2100120,久慈市長内町＊,40.1833,141.7667,200606201200,
2100130,久慈市山形町（旧）＊,40.15,141.5667,200203021200,201105121300
2100131,久慈市山形町＊,40.15,141.5667,201105121300,
2100400,山田町八幡町（旧）,39.4667,141.95,199604011200,201104141800
2100401,山田町八幡町,39.4667,141.95,201108301200,
2100410,山田町八幡町（旧２）,39.4667,141.95,201104141800,201108301200
2100420,山田町大沢（旧）＊,39.4833,141.9667,200606201200,201301171200
2100421,山田町大沢＊,39.4833,141.9667,201301171200,
2100520,岩泉町大川＊,39.8,141.6667,201303261200,
2100530,岩泉町岩泉＊,39.85,141.8,200203021200,
2100600,田野畑村田野畑,39.9333,141.8667,199407151200,
2100630,田野畑村役場＊,39.9333,141.8833,200203021200,
2100730,普代村銅屋（旧）＊,40.0,141.8833,200203021200,201105121300
2100731,普代村銅屋＊,40.0,141.8833,201105121300,
2101230,野田村野田＊,40.1167,141.8167,200203021200,
2101600,岩手洋野町種市,40.4167,141.7167,199604011200,
2101630,岩手洋野町大野（旧）＊,40.2833,141.6333,200203021200,200807251800
2101631,岩手洋野町大野＊,40.2833,141.6167,201104131100,
2110000,大船渡市大船渡町,39.0667,141.7167,196307999999,
2110001,大船渡市猪川町,39.0833,141.6667,199407151200,
2110020,大船渡市盛町＊,39.0833,141.7167,200408091200,
2110130,陸前高田市高田町（旧）＊,39.0167,141.6333,200203021200,201104141800
2110131,陸前高田市高田町（旧２）＊,39.0333,141.6333,201104141800,201201061200
2110132,陸前高田市高田町（旧３）＊,39.0333,141.6333,201201061200,201503051200
2110133,陸前高田市高田町＊,39.0333,141.6167,201503051200,
2110200,釜石市只越町,39.2833,141.8833,199604011200,
2110220,釜石市中妻町＊,39.2667,141.85,200606201200,
2110330,住田町世田米（旧）＊,39.15,141.5833,200203021200,201409161200
2110331,住田町世田米＊,39.15,141.5833,201409161200,
2110430,大槌町新町＊,39.3667,141.9,200203021200,201104151800
2110431,大槌町上町＊,39.3667,141.9,201104151800,201201051200
2110432,大槌町小鎚＊,39.3667,141.9,201201051200,
2120000,盛岡市山王町,39.7,141.1667,192309019999,
2120020,盛岡市馬場町＊,39.7,141.15,200408091200,
2120021,盛岡市薮川＊,39.7833,141.3333,200606201200,
2120030,盛岡市渋民＊,39.85,141.1667,200203021200,
2120070,好摩通報所,39.8667,141.1667,195503019999,999999999999
2120100,二戸市福岡（旧）,40.2667,141.3,199604011200,200908211500
2120101,二戸市福岡,40.2667,141.3,201003311300,
2120110,二戸市福岡（旧２）,40.2667,141.3,200909011500,201003311300
2120120,二戸市石切所（旧）＊,40.2667,141.2833,200606201200,201401311200
2120121,二戸市石切所＊,40.2667,141.2833,201401311200,
2120130,二戸市浄法寺町＊,40.1833,141.15,200203021200,
2120200,雫石町千刈田（旧）,39.7,140.9833,199604011200,200908211500
2120201,雫石町千刈田,39.7,140.9833,201003311300,
2120202,雫石町西根上駒木野,39.7333,140.95,201207031200,
2120210,雫石町長山,39.8167,140.95,199805011800,200410011200
2120211,雫石町千刈田（旧２）,39.7,140.9833,200908211500,201003311300
2120270,雫石通報所,39.7,140.9667,195411019999,999999999999
2120300,葛巻町葛巻元木,39.9833,141.3333,199407151200,
2120320,葛巻町消防分署＊,40.0333,141.45,200606201200,
2120330,葛巻町役場＊,40.0333,141.4333,200203021200,
2120430,岩手町五日市＊,39.9667,141.2167,200203021200,
2121130,一戸町高善寺＊,40.2167,141.3,200203021200,
2121200,八幡平市大更,39.9333,141.1,199604011200,
2121220,八幡平市田頭＊,39.9167,141.0833,200606201200,
2121230,八幡平市野駄（旧）＊,39.95,141.0667,200203021200,201411251200
2121231,八幡平市叺田＊,40.1,141.05,200203021200,
2121232,八幡平市野駄＊,39.95,141.0667,201411251200,
2121330,軽米町軽米＊,40.3333,141.4667,200203021200,
2121430,九戸村伊保内＊,40.2167,141.4167,200203021200,
2121530,矢巾町南矢幅（旧）＊,39.6,141.15,200203021200,201105121300
2121531,矢巾町南矢幅＊,39.6,141.15,201105121300,
2121630,紫波町日詰＊,39.55,141.1667,200203021200,201505071200
2121631,紫波町紫波中央駅前＊,39.55,141.15,201505071200,
2121730,滝沢市鵜飼＊,39.7333,141.0833,200203021200,
2130100,花巻市大迫町,39.4833,141.2833,199407151200,
2130120,花巻市石鳥谷町＊,39.4833,141.15,200405261200,
2130130,花巻市材木町（旧）＊,39.3833,141.1167,200203021200,201105121300
2130131,花巻市大迫総合支所＊,39.4667,141.2833,200411011200,
2130132,花巻市東和町（旧）＊,39.3833,141.2333,200203021200,200712251800
2130133,花巻市東和町（旧２）＊,39.3833,141.2333,200712271800,200811200900
2130134,花巻市東和町（旧３）＊,39.3833,141.2333,200811201100,201105121300
